title,link
Cross-selling opportunities prompt P&C brokerages to buy advisors,https://www.investmentexecutive.com/news/industry-news/cross-selling-opportunities-prompt-pc-brokerages-to-buy-advisors/
WBD advises long-standing client Enact on SEA Transport Limited acquisition,https://www.womblebonddickinson.com/uk/insights/news/wbd-advises-long-standing-client-enact-sea-transport-limited-acquisition
Disney CEO Bob Iger Isn't Planning on Any Major Acquisitions,https://www.cbr.com/disney-acquisitions-unlikely-ceo-bob-iger/
JMG Group acquires BJP Insurance Brokers,https://www.insurancebusinessmag.com/uk/news/mergers-acquisitions/jmg-group-acquires-bjp-insurance-brokers-428605.aspx
ICIG Wraps up Acquisition of Compounder Benvic,https://www.chemanager-online.com/en/news/icig-wraps-acquisition-compounder-benvic
Leonardo and RADA complete merger to form new public company,https://www.naval-technology.com/news/leonardo-rada-merger-new-company/
The changing flavour of US craft-beer M&A,https://www.just-drinks.com/features/the-changing-flavour-of-us-craft-beer-ma/
Texas firm buys control of hotel tech pioneer Avvio,https://businessplus.ie/ma/mergers-acquisitions/texas-firm-buys-control-of-hotel-tech-pioneer-avvio/
PIB Group to buy Jigsaw Insurance Services,https://www.insurancebusinessmag.com/uk/news/mergers-acquisitions/pib-group-to-buy-jigsaw-insurance-services-428190.aspx
Competition Advocacy Groups Want to Punch Live Nation's Ticket,https://natlawreview.com/article/competition-advocacy-groups-want-to-punch-live-nation-s-ticket
Aergo Capital announces acquisition of Seraph Aviation,https://newsroom.aviator.aero/aergo-capital-announces-acquisition-of-seraph-aviation/
M&A Report November 2022,https://www.claytonutz.com/insights/2022/november/m-a-report-november-2022
Disney CEO Bob Iger nopes Apple merger rumors that you probably didn’t even hear,https://9to5mac.com/2022/11/28/apple-buying-disney-nope/
Brambles merges CHEP China with Loscam in $197m deal,https://www.afr.com/companies/transport/brambles-merges-chep-china-with-loscam-in-197m-deal-20221128-p5c1qd
"Shriram Capital, Shriram City Union Finance to merge with Shriram Transport Finance",https://www.moneycontrol.com/news/business/mergers-acquisitions/shriram-capital-to-merge-with-shriram-transport-finance-9587601.html
Gallagher secures acquisition of Smart Insurance Services,https://www.insurancebusinessmag.com/au/news/breaking-news/gallagher-secures-acquisition-of-smart-insurance-services-428456.aspx
GAC approves National Learning acquisition of Al Salam Education and Training,https://www.argaam.com/en/article/articledetail/id/1604520
ForgeRock: Thoma Bravo Continues Roll-Up In IAM Space (FORG),https://seekingalpha.com/article/4560880-forgerock-acquisition-thoma-bravo-continues-roll-up-in-identity-and-access-management-space
"India's EaseMyTrip to step up acquisitions, sees strong Q3, says Co-founder",https://www.business-standard.com/article/companies/india-s-easemytrip-to-step-up-acquisitions-sees-strong-q3-says-co-founder-122112900672_1.html
[The Viewpoint] M&As and IPOs Taking Power Sector Global,https://www.barandbench.com/law-firms/view-point/mas-and-ipos-taking-power-sector-global
"Manufacturing sector dominates 2021 mergers, acquisitions",https://www.newsday.co.zw/business/article/200003905/manufacturing-sector-dominates-2021-mergers-acquisitions
Malaysian telcos Celcom and DiGi approve merger agreement,https://www.rcrwireless.com/20221122/carriers/malaysian-telcos-digi-digi-approve-merger-agreement
Bharat calling. BSNL-BBNL merger close to finish line,https://www.thehindubusinessline.com/info-tech/bsnl-bbnl-merger-close-to-finalisation/article66174627.ece
Council Post: Five Steps To Take The First 90 Days After An Acquisition,https://www.forbes.com/sites/forbesbusinesscouncil/2022/12/06/five-steps-to-take-the-first-90-days-after-an-acquisition/
"3 Strategies for Healthcare Merger, Acquisition Cybersecurity Due Diligence",https://healthitsecurity.com/features/3-strategies-for-healthcare-merger-acquisition-cybersecurity-due-diligence
M&A Moves: DC real estate tech company Till was acquired by Marlette Holdings,https://technical.ly/startups/ma-moves-till-leonardo-drs-cycurion-babel-street-digital-intelligence-systems/
Mergers and acquisitions involving UK companies: July to September 2022,https://www.ons.gov.uk/businessindustryandtrade/changestobusiness/mergersandacquisitions/bulletins/mergersandacquisitionsinvolvingukcompanies/julytoseptember2022
White & Case Advises Atlas Arteria on Its US$2 Billion Acquisition of a Majority Stake in Chicago Skyway,https://www.whitecase.com/news/press-release/white-case-advises-atlas-arteria-its-us2-billion-acquisition-majority-stake
"Let’s make a deal—in gaming! Gaming M&A is growing on the back of consolidation, portfolio plays, and game tech",https://www.deloitte.com/global/en/our-thinking/insights/industry/technology/technology-media-and-telecom-predictions/2023/video-game-deals-gaming-industry-mergers-and-acquisitions.html
"Advocate Aurora Health, Atrium Health close megamerger, forming the nation's 5th largest nonprofit system",https://www.fiercehealthcare.com/providers/advocate-aurora-health-atrium-health-close-mega-merger-forming-nations-5th-largest-non
The hidden trend reshaping and hurting the economy: serial acquisitions,https://policyoptions.irpp.org/magazines/november-2022/the-hidden-trend-reshaping-and-hurting-the-economy-serial-acquisitions/
Healthcare mega-mergers drive need for nursing policy and procedure standardization,https://www.wolterskluwer.com/en/expert-insights/mega-mergers-drive-need-for-policy-and-procedure-standardization
The ideal merger between government contractors? When ‘one plus one make three’,https://federalnewsnetwork.com/the-business-of-defense/2022/12/the-ideal-merger-between-government-contractors-when-one-plus-one-make-three/
11 hospital and health system merger and acquisition updates from November,https://www.beckershospitalreview.com/hospital-transactions-and-valuation/10-hospital-and-health-system-merger-and-acquisition-updates-from-november.html
Here Are Accenture’s 23 Acquisitions In 2022,https://www.crn.com/news/channel-news/here-are-accenture-s-23-acquisitions-in-2022
MSP M&A: BlackPoint IT Services Acquires Agility Communications Group -,https://www.channele2e.com/news/blackpoint-it-acquires-agility
17 key music industry acquisition stories from 2022,https://musically.com/2022/12/02/17-key-music-industry-acquisition-stories-from-2022/
2022 Year In Review: M&A Market Remains Active in 2022 in California and Pacific Northwest,https://www.winebusiness.com/news/article/265101
"White & Case Advises Tigo Energy, Inc. on Its US$600 Million Business Combination with Roth CH Acquisition IV Co.",https://www.whitecase.com/news/press-release/white-case-advises-tigo-energy-inc-its-us600-million-business-combination-roth
Healthcare Dealmakers—VillageMD's $9B Summit Health acquisition; Major Midwest health system mergers and more,https://www.fiercehealthcare.com/providers/healthcare-dealmakers-villagemds-9b-summit-health-acquisition-major-midwest-health-system
"Let’s make a deal—in gaming! Gaming M&A is growing on the back of consolidation, portfolio plays, and game tech",https://www2.deloitte.com/us/en/insights/industry/technology/technology-media-and-telecom-predictions/2023/video-game-deals-gaming-industry-mergers-and-acquisitions.html
IT Service Provider M&A: Park Place Acquires CentricsIT Global Services Division -,https://www.channele2e.com/news/park-place-acquires-centricsit-services
"White & Case Advises AutoCruitment, LLC on Its Acquisition By QHP Capital, L.P.",https://www.whitecase.com/news/press-release/white-case-advises-autocruitment-llc-its-acquisition-qhp-capital-lp
Oxford Global Resources Acquires Workday Cloud Partner Hale International -,https://www.channele2e.com/news/oxford-acquires-workday-hale
Healthcare Transactions,https://www.dlapiper.com/en/capabilities/industry/healthcare/healthcare-transactions
"Wizz Air 'is not a good candidate' for M&A, will focus on organic growth- CEO",https://www.reuters.com/markets/deals/wizz-air-is-not-good-candidate-ma-will-focus-organic-growth-ceo-2022-12-01/
Park Place Technologies Partners to Benefit from CentricsIT Acquisition,https://www.channelfutures.com/mergers-acquisitions/park-place-technologies-partners-gain-new-capabilities-via-centricsit-acquisition
Government IT Consulting M&A: Cadmus Acquires Wheelhouse Group -,https://www.channele2e.com/news/it-consulting-ma-cadmus-acquires-wheelhouse-group
PBF Energy Completes Acquisition of PBF Logistics,https://www.prnewswire.com/news-releases/pbf-energy-completes-acquisition-of-pbf-logistics-301690656.html
Advocate Aurora and Atrium complete merger,https://www.modernhealthcare.com/mergers-acquisitions/advocate-aurora-and-atrium-merger-finalized
Atrium Joins Advocate Aurora in Hospital Mega-Merger Deal,https://revcycleintelligence.com/news/atrium-joins-advocate-aurora-in-hospital-mega-merger-deal
Integra LifeSciences to acquire SIA in deal worth up to $140M,https://healthexec.com/topics/healthcare-management/mergers-and-acquisitions/integra-lifesciences-acquire-sia-deal-worth
Nidec to Acquire Shares of Italian Machine Tool Manufacturer,https://www.inddist.com/mergers-acquisitions/news/22578465/nidec-to-acquire-shares-of-italian-machine-tool-manufacturer
Lilly Completes Acquisition of Akouos Expanding Efforts to Help People with Genetic Diseases,https://investor.lilly.com/news-releases/news-release-details/lilly-completes-acquisition-akouos-expanding-efforts-help-people
"Aerospace Manufacturers Paradigm Precision, Whitcraft Group to Merge",https://www.mdm.com/news/operations/mergers-acquisitions/aerospace-manufacturers-paradigm-precision-whitcraft-group-to-merge/
"Amgen, J&J and Sanofi size up Horizon as Big Pharma renews interest in rare disease M&A",https://www.fiercepharma.com/pharma/amgen-jj-and-sanofi-size-horizon-big-pharma-renews-interest-rare-disease-ma
White & Case advises AGIC Capital on acquisition of majority stake in ATEC Pharmatechnik,https://www.whitecase.com/news/press-release/white-case-advises-agic-capital-acquisition-majority-stake-atec-pharmatechnik
"2023 M&A Preview: Deals Could Be On Tap for Disney, Zoom Video, Vice Media",https://www.theinformation.com/articles/2023-m-a-preview-deals-could-be-on-tap-for-disney-zoom-video-vice-media
Pressure Builds to Break Up Live Nation-Ticketmaster,https://www.thedeal.com/mergers-acquisitions/pressure-builds-to-break-up-live-nation-ticketmaster/
ACL Digital Acquires Software Product Engineering Firm AFour Technologies -,https://www.channele2e.com/news/acl-digital-acquires-afour-technologies
Outsourced Software Development M&A: Unosquare Acquires Catalyst UX -,https://www.channele2e.com/news/outsourced-software-development-ma-unosquare-acquires-catalyst-ux
Lanvin Group and Primavera Capital Acquisition Corporation Announce Updates in Relation to Business Combination,https://www.prnewswire.com/news-releases/lanvin-group-and-primavera-capital-acquisition-corporation-announce-updates-in-relation-to-business-combination-301694490.html
Advocate Aurora and Atrium Health complete merger,https://www.healthcarefinancenews.com/news/advocate-aurora-and-atrium-health-complete-merger
Eli Lilly Acquires Akouos in Approximately $487 Million Transaction,https://pharmanewsintel.com/news/eli-lilly-acquires-akouos-in-approximately-487-million-transaction
Differences in Assessing Horizontal and Vertical Mergers for Competitive Effects,https://www.americanactionforum.org/insight/differences-in-assessing-horizontal-and-vertical-mergers-for-competitive-effects/
IT Services M&A: Investment Firm Blackstone Acquires R Systems -,https://www.channele2e.com/news/it-services-ma-investment-firm-blackstone-acquires-r-systems
US Service Group Acquires Assets and Operations of Dalton Rigging and Transport,https://www.rermag.com/mergers-acquisitions/article/21255632/us-service-group-acquires-assets-and-operations-of-dalton-rigging-and-transport
Why a wave of M&A activity is hitting regional grocery,https://www.modernretail.co/operations/why-a-wave-of-ma-activity-is-hitting-regional-grocery/
Circle and Concord Acquisition Corp Mutually Agree to Terminate Proposed Business Combination,https://www.prnewswire.com/news-releases/circle-and-concord-acquisition-corp-mutually-agree-to-terminate-proposed-business-combination-301694560.html
Convergint Acquires Beckwith to Expand South Central U.S. Presence,https://www.securitysales.com/business/mergers/convergint-acquires-beckwith/
APR Supply Co. announces the acquisition of three new locations from The Wallace Organization,https://www.supplyht.com/articles/105125-apr-announces-the-acquisition-of-three-new-locations-from-the-wallace-organization
Komgo Acquires GTC in Major Trade Finance Tech Merger,https://www.pymnts.com/acquisitions/2022/komgo-acquires-gtc-in-major-trade-finance-tech-merger/
"NEW YORK COMMUNITY BANCORP, INC. COMPLETES ACQUISITION OF FLAGSTAR BANCORP, INC.",https://www.prnewswire.com/news-releases/new-york-community-bancorp-inc-completes-acquisition-of-flagstar-bancorp-inc-301690919.html
"Pops Mart Acquires 14 C-Stores, More",https://cspdailynews.com/mergers-acquisitions/pops-mart-acquires-14-c-stores-more
Advocate Health names leadership team after Atrium merger,https://healthexec.com/topics/healthcare-management/leadership/advocate-health-appoints-leadership-atrium-merger
Risk Strategies launches consulting and actuarial business,https://www.insurancebusinessmag.com/us/news/mergers-acquisitions/risk-strategies-launches-consulting-and-actuarial-business-429400.aspx
"Fortune Brands to Acquire Yale, August, Emtek From ASSA ABLOY for $800M",https://www.securitysales.com/business/mergers/fortune-brands-acquire-yale-august-emtek-assa-abloy/
"Paradigm Precision, Whitcraft Group to Merge",https://www.inddist.com/mergers-acquisitions/news/22578462/paradigm-precision-whitcraft-group-to-merge
"TD, BMO adjust their timelines for First Horizon, Bank of the West deals",https://www.bankingdive.com/news/td-bmo-extend-first-horizon-bank-of-the-west-acquisition-timelines/637816/
WestRock completes acquisition of Grupo Gondi,https://www.recyclingtoday.com/news/westrock-completes-acquisition-of-mexican-packaging-producer-grupo-gondi/
M&A: NextGen Healthcare to Acquire TSI Healthcare for $68M,https://hitconsultant.net/2022/11/30/nextgen-healthcare-acquires-tsi-healthcare/
"State Street, Brown Brothers Harriman scrap $3.5B deal",https://www.bankingdive.com/news/state-street-brown-brothers-harriman-scrap-3-billion-merger/637758/
"State Street, Brown Brothers Harriman Pull Plug on Long-Delayed $3.5B Deal",https://www.nbcboston.com/boston-business-journal/state-street-brown-brothers-harriman-pull-plug-on-long-delayed-3-5b-deal/2907106/
"Telecom Consulting M&A: Bluewave Acquires iSymplify, Virtual Telecomm -",https://www.channele2e.com/news/telecom-consulting-ma-bluewave-acquires-isymplify-virtual-telecomm
Council Post: Exploring Trends In Venture Capital Acquisitions For 2023,https://www.forbes.com/sites/forbesfinancecouncil/2022/12/01/exploring-trends-in-venture-capital-acquisitions-for-2023/
Hillenbrand Acquires Peerless Food Equipment from ITW,https://www.mdm.com/news/operations/mergers-acquisitions/hillenbrand-acquires-peerless-food-equipment-from-itw/
"Advocate Aurora and Atrium complete merger, creating $27B system",https://www.healthcaredive.com/news/advocate-aurora-atrium-complete-merger/637880/
Fanatics raises $700 million for M&A plans,https://www.axios.com/2022/12/06/fanatics-raises-700-million-mergers-acquisitions
Advanced Human Imaging announces management shakeup following wellteq takeover,https://www.mobihealthnews.com/news/anz/advanced-human-imaging-announces-management-shakeup-following-wellteq-takeover
Are we on the verge of a new grocery landscape?,https://www.supermarketnews.com/retail-financial/are-we-verge-new-grocery-landscape
"Clayton, Dubilier & Rice and Greenbriar Equity Group to Facilitate Merger of Paradigm Precision and Whitcraft Group, Creating a Scaled and Diversified Aviation Engine Components Manufacturer",https://www.prnewswire.com/news-releases/clayton-dubilier--rice-and-greenbriar-equity-group-to-facilitate-merger-of-paradigm-precision-and-whitcraft-group-creating-a-scaled-and-diversified-aviation-engine-components-manufacturer-301690131.html
Sunbelt makes 27 acquisitions in six months,https://www.internationalrentalnews.com/news/sunbelt-makes-27-acquisitions-in-six-months/8025200.article
Saudi Aramco and Hungary's MOL complete Polish acquisitions as part of Orlen-Lotos merger,https://notesfrompoland.com/2022/12/01/saudi-aramco-and-hungarys-mol-complete-polish-acquisitions-as-part-of-orlen-lotos-merger/
Lilly Completes Acquisition of Akouos Expanding Efforts to Help People with Genetic Diseases,https://www.prnewswire.com/news-releases/lilly-completes-acquisition-of-akouos-expanding-efforts-to-help-people-with-genetic-diseases-301691496.html
Global Oil and Gas M&A Outlook Early Winter 2022,https://www.kroll.com/en/insights/publications/valuation/global-oil-and-gas-m-and-a-outlook-early-winter-2022
Vivint Smart Home to Be Acquired by NRG Energy for $2.8B,https://www.securitysales.com/business/mergers/vivint-smart-home-acquired-nrg-energy-2-8b/
State Street and Brown Brothers Harriman terminate $3.5bn acquisition deal,https://www.etfstream.com/articles/state-street-and-brown-brothers-harriman-terminate-35bn-acquisition-deal
Will regulators block Broadcom’s acquisition of VMware?,https://techwireasia.com/2023/05/will-regulators-block-broadcoms-acquisition-of-vmware/
Marsh McLennan subsidiary opens new office with latest acquisition,https://www.insurancebusinessmag.com/us/news/mergers-acquisitions/marsh-mclennan-subsidiary-opens-new-office-with-latest-acquisition-429549.aspx
UPDATED: J&J bows out of Horizon bid as Amgen and Sanofi eye cash plays for rare disease drugmaker,https://www.fiercepharma.com/pharma/buyout-horizon-amgen-and-sanofi-eye-cash-plays-rare-disease-drumgaker
Imperial Dade Acquires Classic Solutions,https://www.inddist.com/mergers-acquisitions/news/22578606/imperial-dade-acquires-classic-solutions
IHOP Parent Dine to Buy Fuzzy’s Taco Shop From NRD,https://www.franchisetimes.com/franchise_mergers_and_acquisitions/ihop-parent-dine-to-buy-fuzzy-s-taco-shop-from-nrd/article_4b100656-74e9-11ed-bf1c-6f08ac2a58d7.html
Natus Medical eyes Micromed buyout to build brain monitoring portfolio,https://www.fiercebiotech.com/medtech/natus-medical-aims-acquire-micromed-build-out-brain-monitoring-portfolio
Reuters hires Vinn to cover M&A,https://talkingbiznews.com/media-news/reuters-hires-vinn-to-cover-ma/
"Jon-Don Acquires Distributors Norkan, CRT Industrial",https://www.mdm.com/news/top-distributor-sectors/safety-products/jon-don-acquires-distributors-norkan-crt-industrial/
"Summit Midstream Partners, LP Completes Bolt-on Acquisitions in the DJ Basin",https://www.prnewswire.com/news-releases/summit-midstream-partners-lp-completes-bolt-on-acquisitions-in-the-dj-basin-301692108.html
M&A in the E-commerce Logistics Landscape,https://www.globaltrademag.com/ma-in-the-e-commerce-logistics-landscape/
U.S. Bancorp Completes Acquisition of Union Bank,https://www.businesswire.com/news/home/20221201005646/en/U.S.-Bancorp-Completes-Acquisition-of-Union-Bank
BlackHawk Industrial Acquires Thomas Industrial Supply,https://www.inddist.com/mergers-acquisitions/news/22591547/blackhawk-industrial-acquires-thomas-industrial-supply
First National Bank of Waterloo closes on acquisition of The Village Bank,https://www.bizjournals.com/stlouis/news/2022/12/02/first-national-bank-of-waterloo-closes-on-village.html
"Celebrity Chef Bobby Flay's New Burger Franchise Unveils Investors, Directors",https://www.franchisetimes.com/franchise_mergers_and_acquisitions/celebrity-chef-bobby-flays-new-burger-franchise-unveils-investors-directors/article_0f789986-74d6-11ed-b645-9b86674a1eca.html
"Kroger, Albertsons Execs Defend Merger to Senate Committee, Say Consolidation is Needed to Compete with Walmart and Amazon",https://www.retailtouchpoints.com/topics/market-news/kroger-albertsons-merger-senate-congressional-hearing-antitrust-competition-grocery
Ferguson Acquires HVAC Distributor Airefco,https://www.mdm.com/news/operations/mergers-acquisitions/ferguson-acquires-hvac-distributor-airefco/
Top 10 technology mergers and acquisitions deals in 2022,https://technologymagazine.com/articles/top-10-technology-mergers-and-acquisitions-deals-in-2022
MSSP M&A List: 150 Managed Security Services Provider Mergers and Acquisitions -,https://www.msspalert.com/news/mssp-mergers-and-acquisition-list
The Role of CEOs in Mergers and Acquisitions,https://huntscanlon.com/the-role-of-ceos-in-mergers-and-acquisitions/
Leading Your Company Through a Merger or Acquisition,https://www.jpmorgan.com/insights/banking/mergers-and-acquisitions/leading-your-company-through-a-merger-or-acquisition
"M&A List: 70 Government Technology Consulting, MSP Mergers and Acquisitions -",https://www.channele2e.com/news/government-msp-m-and-list
"Why, and when, CIOs deserve a seat at the M&A negotiating table",https://www.cio.com/article/415233/why-and-when-cios-deserve-a-seat-at-the-ma-negotiating-table.html
20 restaurant industry mergers & acquisitions in 2022,https://www.nrn.com/mergers-acquisitions/20-restaurant-industry-mergers-acquisitions-2022
Top 20 warehouses 2022: Merger and acquisition momentum,https://www.mmh.com/article/top_20_warehouses_2022_merger_and_acquisition_momentum
"White & Case Advises NRG Energy, Inc. on its US$2.8 Billion Acquisition of Vivint Smart Home, Inc.",https://www.whitecase.com/news/press-release/white-case-advises-nrg-energy-inc-its-us28-billion-acquisition-vivint-smart-home
"M&A List: 67 SAP Consulting Partner Mergers, Acquisitions for MSP, Cloud and Cybersecurity Expertise",https://www.channele2e.com/news/sap-partner-buyout-list
IBM Acquisitions List: CEO Arvind Krishna's Hybrid Cloud M&A Strategy -,https://www.channele2e.com/news/ibm-buyout-list
White & Case Advises MNG Airlines on Its Business Combination with Golden Falcon Acquisition Corp.,https://www.whitecase.com/news/press-release/white-case-advises-mng-airlines-its-business-combination-golden-falcon
Home Services M&A: NRG Acquires Vivint Smart Home for $2.8 Billion -,https://www.channele2e.com/news/nrg-acquires-vivint-smart-home
"Deloitte Technology Acquisitions List: 44 AI, Cloud, Cybersecurity, MSSP and MSP Buyouts -",https://www.channele2e.com/news/deloitte-technology-buyouts0list
RPA M&A: Ashling Partners Acquires fourTENS -,https://www.channele2e.com/news/ashling-partners-acquires-fourtens
Five ways to avoid disaster when buying a business,https://www.truckpartsandservice.com/business/mergers-acquisitions/article/15303826/five-ways-to-avoid-disaster-when-buying-a-business
Managed IT M&A: ATSG Acquires Xentaurs -,https://www.channele2e.com/news/managed-it-ma-atsg-acquires-xentaurs
Government IT Consulting M&A: IBM Acquires Octo -,https://www.channele2e.com/news/government-it-consulting-ma-ibm-acquires-octo
"35 recent pet industry mergers, acquisitions",https://www.petfoodprocessing.net/articles/16457-35-recent-pet-industry-mergers-acquisitions
The five cross-border M&A deals that shaped financial services in 2022,https://www.investmentmonitor.ai/sectors/financial-services/the-five-cross-border-ma-deals-that-shaped-financial-services-in-2022/
Bonfire to Merge With DemandStar With Private Equity Backing,https://www.govtech.com/biz/bonfire-to-merge-with-demandstar-with-private-equity-backing
MSP M&A: Centrilogic Acquires Microsoft Azure Partner WatServe -,https://www.channele2e.com/news/centrilogic-acquires-microsoft-azure-watserve
Waste and recycling M&A is as active as ever. What’s driving sellers to exit the industry?,https://www.wastedive.com/news/waste-merger-acquisition-seller-trends-private-equity/638019/
California: Health Care M&A Market Heats up as New Regulator Takes a Closer Look,https://www.foley.com/insights/publications/2022/12/california-health-care-m-a-market-new-regulator/
Virtual reality companies BehaVR and OxfordVR merge,https://www.mobihealthnews.com/news/virtual-reality-companies-behavr-and-oxfordvr-merge
Specialty Program Group swoops for Ohio brokerage,https://www.insurancebusinessmag.com/us/news/mergers-acquisitions/specialty-program-group-swoops-for-ohio-brokerage-430035.aspx
Cognizant Acquires SAP Cloud Consulting Partner Utegration -,https://www.channele2e.com/news/cognizant-acquires-sap-utegration
Amgen to buy Horizon for nearly $28 billion,https://cen.acs.org/business/mergers-&-acquisitions/Amgen-buy-Horizon-nearly-28/100/web/2022/12
RH announces two major acquisitions and a big hire,https://businessofhome.com/articles/rh-announces-two-major-acquisitions-and-a-big-hire
Egypt to Overhaul its Merger Control Regime,https://www.whitecase.com/insight-alert/egypt-overhaul-its-merger-control-regime
Unilever CEO Alan Jope looks to “prune” portfolio but open to “bolt-on” acquisitions,https://www.just-food.com/news/unilever-ceo-alan-jope-looks-to-prune-portfolio-but-open-to-bolt-on-acquisitions/
"UnitedHealth, LHC Group extend merger agreement as FTC probe continues",https://www.fiercehealthcare.com/payers/unitedhealth-lhc-group-extend-merger-agreement-ftc-probe-continues
M&A headwinds and tailwinds,https://www.whitecase.com/insight-our-thinking/managing-volatility-considerations-taiwan-ma-headwinds-and-tailwinds
Wayne-Sanderson finalizes rebrand following merger,https://www.foodbusinessnews.net/articles/22189-wayne-sanderson-finalizes-rebrand-following-merger
White & Case advises Adelis on acquisition of majority stake in Aderian,https://www.whitecase.com/news/press-release/white-case-advises-adelis-acquisition-majority-stake-aderian
Orrick Advises Getaround on $1.2 Billion SPAC Merger,https://www.orrick.com/en/News/2022/05/Orrick-Advises-Getaround-on-Billion-SPAC-Merger
White & Case advises Gorillas on sale to Getir,https://www.whitecase.com/news/press-release/white-case-advises-gorillas-sale-getir
Cognizant’s Gaurav Marya talks M&A and Pharma Manufacturing,https://www.fiercepharma.com/sponsored/cognizants-gaurav-marya-talks-ma-and-pharma-manufacturing
White & Case advises Merck KGaA on acquisition of Erbi Biosystems,https://www.whitecase.com/news/press-release/white-case-advises-merck-kgaa-on-acquisition-of-erbi-biosystems
White & Case Advises Macquarie Asset Management on Its Acquisition of DTG Recycle,https://www.whitecase.com/news/press-release/white-case-advises-macquarie-asset-management-its-acquisition-dtg-recycle
"Life sciences M&A values halve, volumes plunge. Will we ever see deals pick up again?",https://www.fiercebiotech.com/biotech/fewer-smaller-clearer-life-sciences-ma-values-halve-volumes-plunge-will-we-ever-see-deals
"Lanvin Group and Primavera Capital Acquisition Corporation Announce Shareholder Approval of Business Combination; Trade Debut Expected on NYSE on December 15 Under Ticker ""LANV""",https://www.prnewswire.com/news-releases/lanvin-group-and-primavera-capital-acquisition-corporation-announce-shareholder-approval-of-business-combination-trade-debut-expected-on-nyse-on-december-15-under-ticker-lanv-301699956.html
"JD Martin, ICS Merge to Form ICS Martin",https://www.mdm.com/news/breaking-news-in-wholesale-distribution/jd-martin-ics-merge-to-form-ics-martin/
KKR Acquisition Holding to liquidate as the latest SPAC melts down,https://www.marketwatch.com/story/kkr-acquisition-holding-to-liquidate-as-latest-spac-tacular-meltdown-in-the-asset-class-11670590040
AlgoSec Acquires Prevasio to Gain CNAPP and CSPM Capabilities -,https://www.channele2e.com/news/algosec-acquires-prevasio-cnapp-cspm
The five cross-border M&A deals that shaped the retail sector in 2022,https://www.investmentmonitor.ai/features/the-five-cross-border-ma-deals-that-shaped-the-retail-sector-in-2022/
"Canada's Miller Thomson Acquires Vancouver Boutique, Bolstering Corporate and M&A Group and Continuing 'Growth Mode'",https://www.law.com/international-edition/2022/12/09/canadas-miller-thomson-acquires-vancouver-boutique-bolstering-corporate-and-ma-group-and-continuing-growth-mode/
WHP Global Invests $260 Million Into Express; Acquires 7.4 Percent,https://wwd.com/business-news/mergers-acquisitions/whp-global-express-partnership-1235442972/
F.N.B. Corporation Completes Acquisition of UB Bancorp,https://www.prnewswire.com/news-releases/fnb-corporation-completes-acquisition-of-ub-bancorp-301699912.html
Ryan Specialty to acquire wholesale broker Griffin Underwriting Services,https://www.insurancebusinessmag.com/us/news/mergers-acquisitions/ryan-specialty-to-acquire-wholesale-broker-griffin-underwriting-services-430309.aspx
"Infinite Reality, Inc., Global Leader Delivering Immersive Digital Experiences, to Go Public Through Combination with Newbury Street Acquisition Corporation (NASDAQ: NBST)",https://www.prnewswire.com/news-releases/infinite-reality-inc-global-leader-delivering-immersive-digital-experiences-to-go-public-through-combination-with-newbury-street-acquisition-corporation-nasdaq-nbst-301700696.html
Amgen’s $28.5 Billion Loan Is Among the Biggest M&A Deals in Two Years,https://www.bloomberg.com/news/articles/2022-12-12/amgen-amgn-secures-bridge-loan-to-fund-horizon-therapeutics-hznp-acquisition
Penguin Random House CEO Markus Dohle Resigns After Failed Simon & Schuster Merger,https://observer.com/2022/12/penguin-random-house-ceo-markus-dohle-resigns-after-failed-simon-schuster-merger/
"Media & Telecom M&A Fell In 2022, But It’s A Good Time For The “Well-Capitalized” And The “Bold”",https://deadline.com/2022/12/media-telecom-mergers-and-acquisitions-warner-bros-disney-discovery-lionsgate-amc-networks-starz-1235194073/
Sanofi started—and lost—$28B bidding war for Horizon. Is the company's M&A appetite still rumbling?,https://www.fiercepharma.com/pharma/sanofi-started-and-lost-28b-bidding-war-horizon-companys-ma-appetite-still-rumbling
PHP Ventures Acquisition Corp. and Modulex Modular Buildings Plc Announce a Definitive Agreement for a Business Combination,https://www.businesswire.com/news/home/20221207005861/en/PHP-Ventures-Acquisition-Corp.-and-Modulex-Modular-Buildings-Plc-Announce-a-Definitive-Agreement-for-a-Business-Combination
2022 In Review: Startup M&As Surge Amidst Funding Crunch & Downturn,https://inc42.com/features/2022-in-review-startup-acquisitions-and-mergers-surge-amidst-funding-crunch-downturn/
AutoNation To Expand After-Sales Business with Acquisition of RepairSmith,https://www.cbtnews.com/autonation-to-expand-after-sales-business-with-acquisition-of-repairsmith/
Nuveen stands ready to continue on M&A spree,https://www.pionline.com/money-management/nuveen-stands-ready-continue-ma-spree
FTC challenges Facebook parent Meta’s acquisition of VR company,https://www.pbs.org/newshour/economy/ftc-challenges-facebook-parent-metas-acquisition-of-vr-company
Johnson & Johnson agrees $16.6bn deal to acquire Abiomed,https://www.financierworldwide.com/johnson-johnson-agrees-166bn-deal-to-acquire-abiomed
United Rentals Completes Acquisition of Ahern Rentals,https://www.rermag.com/mergers-acquisitions/rental-companies/article/21256095/united-rentals-completes-acquisition-of-ahern-rentals
